track,unit,dataset,seed,experiment_name,run_id,config_tag,model_variant,monitor_preset,monitor_preset_base,trigger_mode,confirm_theta,confirm_window,weights,log_path,acc_final,mean_acc,acc_min,MDR_win,MTD_win,MTFA_win,MTR_win,MDR_tol500,MTD_tol500,MTFA_tol500,MTR_tol500,ph_error_threshold,ph_error_min_instances,ph_divergence_threshold,ph_divergence_min_instances,drift_idx,drift_pos,segment_end,first_candidate_step,first_confirmed_step,delay_candidate,delay_confirmed,miss_tol500
M,sample_idx,sea_abrupt4,3,trackM_latency_sweep,20260108-012526-mxb_or_default,or_default,ts_drift_adapt,error_divergence_ph_meta,error_divergence_ph_meta,or,0.5,1,"error_rate=0.5,divergence=0.3,teacher_entropy=0.2",logs/trackM_latency_sweep/sea_abrupt4/ts_drift_adapt/seed3/20260108-012526-mxb_or_default/sea_abrupt4__ts_drift_adapt__seed3.csv,0.87286,0.8217640593132205,0.5078125,0.0,711.0,1770.6666666666667,2.490389123300516,0.5,423.0,1707.4285714285713,8.072948328267477,0.2,25,0.05,30,2,30000,40000,30463,30463,463,463,0
M,sample_idx,sea_abrupt4,3,trackM_latency_sweep,20260108-012526-mxb_or_default,or_default,ts_drift_adapt,error_divergence_ph_meta,error_divergence_ph_meta,or,0.5,1,"error_rate=0.5,divergence=0.3,teacher_entropy=0.2",logs/trackM_latency_sweep/sea_abrupt4/ts_drift_adapt/seed3/20260108-012526-mxb_or_default/sea_abrupt4__ts_drift_adapt__seed3.csv,0.87286,0.8217640593132205,0.5078125,0.0,711.0,1770.6666666666667,2.490389123300516,0.5,423.0,1707.4285714285713,8.072948328267477,0.2,25,0.05,30,3,40000,50000,40383,40383,383,383,0
M,sample_idx,sea_abrupt4,4,trackM_latency_sweep,20260108-012526-mxb_or_default,or_default,ts_drift_adapt,error_divergence_ph_meta,error_divergence_ph_meta,or,0.5,1,"error_rate=0.5,divergence=0.3,teacher_entropy=0.2",logs/trackM_latency_sweep/sea_abrupt4/ts_drift_adapt/seed4/20260108-012526-mxb_or_default/sea_abrupt4__ts_drift_adapt__seed4.csv,0.86916,0.8251444459262458,0.59375,0.0,999.0,1846.1538461538462,1.848001848001848,0.75,399.0,1655.1724137931035,16.593207155820586,0.2,25,0.05,30,0,10000,20000,11199,11199,1199,1199,1
M,sample_idx,sea_abrupt4,4,trackM_latency_sweep,20260108-012526-mxb_or_default,or_default,ts_drift_adapt,error_divergence_ph_meta,error_divergence_ph_meta,or,0.5,1,"error_rate=0.5,divergence=0.3,teacher_entropy=0.2",logs/trackM_latency_sweep/sea_abrupt4/ts_drift_adapt/seed4/20260108-012526-mxb_or_default/sea_abrupt4__ts_drift_adapt__seed4.csv,0.86916,0.8251444459262458,0.59375,0.0,999.0,1846.1538461538462,1.848001848001848,0.75,399.0,1655.1724137931035,16.593207155820586,0.2,25,0.05,30,1,20000,30000,20799,20799,799,799,1
M,sample_idx,sea_abrupt4,4,trackM_latency_sweep,20260108-012526-mxb_or_default,or_default,ts_drift_adapt,error_divergence_ph_meta,error_divergence_ph_meta,or,0.5,1,"error_rate=0.5,divergence=0.3,teacher_entropy=0.2",logs/trackM_latency_sweep/sea_abrupt4/ts_drift_adapt/seed4/20260108-012526-mxb_or_default/sea_abrupt4__ts_drift_adapt__seed4.csv,0.86916,0.8251444459262458,0.59375,0.0,999.0,1846.1538461538462,1.848001848001848,0.75,399.0,1655.1724137931035,16.593207155820586,0.2,25,0.05,30,2,30000,40000,30399,30399,399,399,0
M,sample_idx,sea_abrupt4,4,trackM_latency_sweep,20260108-012526-mxb_or_default,or_default,ts_drift_adapt,error_divergence_ph_meta,error_divergence_ph_meta,or,0.5,1,"error_rate=0.5,divergence=0.3,teacher_entropy=0.2",logs/trackM_latency_sweep/sea_abrupt4/ts_drift_adapt/seed4/20260108-012526-mxb_or_default/sea_abrupt4__ts_drift_adapt__seed4.csv,0.86916,0.8251444459262458,0.59375,0.0,999.0,1846.1538461538462,1.848001848001848,0.75,399.0,1655.1724137931035,16.593207155820586,0.2,25,0.05,30,3,40000,50000,41599,41599,1599,1599,1
M,sample_idx,sea_abrupt4,5,trackM_latency_sweep,20260108-012526-mxb_or_default,or_default,ts_drift_adapt,error_divergence_ph_meta,error_divergence_ph_meta,or,0.5,1,"error_rate=0.5,divergence=0.3,teacher_entropy=0.2",logs/trackM_latency_sweep/sea_abrupt4/ts_drift_adapt/seed5/20260108-012526-mxb_or_default/sea_abrupt4__ts_drift_adapt__seed5.csv,0.87036,0.8188872429159557,0.4375,0.0,679.0,1742.2222222222222,2.565864833906071,0.5,359.0,1622.0689655172414,9.036595908174046,0.2,25,0.05,30,0,10000,20000,11199,11199,1199,1199,1
M,sample_idx,sea_abrupt4,5,trackM_latency_sweep,20260108-012526-mxb_or_default,or_default,ts_drift_adapt,error_divergence_ph_meta,error_divergence_ph_meta,or,0.5,1,"error_rate=0.5,divergence=0.3,teacher_entropy=0.2",logs/trackM_latency_sweep/sea_abrupt4/ts_drift_adapt/seed5/20260108-012526-mxb_or_default/sea_abrupt4__ts_drift_adapt__seed5.csv,0.87036,0.8188872429159557,0.4375,0.0,679.0,1742.2222222222222,2.565864833906071,0.5,359.0,1622.0689655172414,9.036595908174046,0.2,25,0.05,30,1,20000,30000,20799,20799,799,799,1
M,sample_idx,sea_abrupt4,5,trackM_latency_sweep,20260108-012526-mxb_or_default,or_default,ts_drift_adapt,error_divergence_ph_meta,error_divergence_ph_meta,or,0.5,1,"error_rate=0.5,divergence=0.3,teacher_entropy=0.2",logs/trackM_latency_sweep/sea_abrupt4/ts_drift_adapt/seed5/20260108-012526-mxb_or_default/sea_abrupt4__ts_drift_adapt__seed5.csv,0.87036,0.8188872429159557,0.4375,0.0,679.0,1742.2222222222222,2.565864833906071,0.5,359.0,1622.0689655172414,9.036595908174046,0.2,25,0.05,30,2,30000,40000,30399,30399,399,399,0
M,sample_idx,sea_abrupt4,5,trackM_latency_sweep,20260108-012526-mxb_or_default,or_default,ts_drift_adapt,error_divergence_ph_meta,error_divergence_ph_meta,or,0.5,1,"error_rate=0.5,divergence=0.3,teacher_entropy=0.2",logs/trackM_latency_sweep/sea_abrupt4/ts_drift_adapt/seed5/20260108-012526-mxb_or_default/sea_abrupt4__ts_drift_adapt__seed5.csv,0.87036,0.8188872429159557,0.4375,0.0,679.0,1742.2222222222222,2.565864833906071,0.5,359.0,1622.0689655172414,9.036595908174046,0.2,25,0.05,30,3,40000,50000,40319,40319,319,319,0
M,sample_idx,sea_abrupt4,1,trackM_latency_sweep,20260108-012610-zbu_two_stage_default,two_stage_default,ts_drift_adapt,error_divergence_ph_meta,error_divergence_ph_meta,two_stage,0.3,1,"error_rate=0.5,divergence=0.3,teacher_entropy=0.2",logs/trackM_latency_sweep/sea_abrupt4/ts_drift_adapt/seed1/20260108-012610-zbu_two_stage_default/sea_abrupt4__ts_drift_adapt__seed1.csv,0.85488,0.812237117210097,0.453125,0.0,663.0,1853.5384615384614,2.7956839540549945,0.5,327.0,1721.142857142857,10.526867627785059,0.2,25,0.05,30,0,10000,20000,11199,11199,1199,1199,1
M,sample_idx,sea_abrupt4,1,trackM_latency_sweep,20260108-012610-zbu_two_stage_default,two_stage_default,ts_drift_adapt,error_divergence_ph_meta,error_divergence_ph_meta,two_stage,0.3,1,"error_rate=0.5,divergence=0.3,teacher_entropy=0.2",logs/trackM_latency_sweep/sea_abrupt4/ts_drift_adapt/seed1/20260108-012610-zbu_two_stage_default/sea_abrupt4__ts_drift_adapt__seed1.csv,0.85488,0.812237117210097,0.453125,0.0,663.0,1853.5384615384614,2.7956839540549945,0.5,327.0,1721.142857142857,10.526867627785059,0.2,25,0.05,30,1,20000,30000,20799,20799,799,799,1
M,sample_idx,sea_abrupt4,1,trackM_latency_sweep,20260108-012610-zbu_two_stage_default,two_stage_default,ts_drift_adapt,error_divergence_ph_meta,error_divergence_ph_meta,two_stage,0.3,1,"error_rate=0.5,divergence=0.3,teacher_entropy=0.2",logs/trackM_latency_sweep/sea_abrupt4/ts_drift_adapt/seed1/20260108-012610-zbu_two_stage_default/sea_abrupt4__ts_drift_adapt__seed1.csv,0.85488,0.812237117210097,0.453125,0.0,663.0,1853.5384615384614,2.7956839540549945,0.5,327.0,1721.142857142857,10.526867627785059,0.2,25,0.05,30,2,30000,40000,30463,30463,463,463,0
M,sample_idx,sea_abrupt4,1,trackM_latency_sweep,20260108-012610-zbu_two_stage_default,two_stage_default,ts_drift_adapt,error_divergence_ph_meta,error_divergence_ph_meta,two_stage,0.3,1,"error_rate=0.5,divergence=0.3,teacher_entropy=0.2",logs/trackM_latency_sweep/sea_abrupt4/ts_drift_adapt/seed1/20260108-012610-zbu_two_stage_default/sea_abrupt4__ts_drift_adapt__seed1.csv,0.85488,0.812237117210097,0.453125,0.0,663.0,1853.5384615384614,2.7956839540549945,0.5,327.0,1721.142857142857,10.526867627785059,0.2,25,0.05,30,3,40000,50000,40191,40191,191,191,0
M,sample_idx,sea_abrupt4,2,trackM_latency_sweep,20260108-012610-zbu_two_stage_default,two_stage_default,ts_drift_adapt,error_divergence_ph_meta,error_divergence_ph_meta,two_stage,0.3,1,"error_rate=0.5,divergence=0.3,teacher_entropy=0.2",logs/trackM_latency_sweep/sea_abrupt4/ts_drift_adapt/seed2/20260108-012610-zbu_two_stage_default/sea_abrupt4__ts_drift_adapt__seed2.csv,0.87102,0.8252043160333103,0.40625,0.0,631.0,1848.6153846153845,2.9296598805315126,0.5,263.0,1716.5714285714287,13.053775122216187,0.2,25,0.05,30,0,10000,20000,11199,11199,1199,1199,1
M,sample_idx,sea_abrupt4,2,trackM_latency_sweep,20260108-012610-zbu_two_stage_default,two_stage_default,ts_drift_adapt,error_divergence_ph_meta,error_divergence_ph_meta,two_stage,0.3,1,"error_rate=0.5,divergence=0.3,teacher_entropy=0.2",logs/trackM_latency_sweep/sea_abrupt4/ts_drift_adapt/seed2/20260108-012610-zbu_two_stage_default/sea_abrupt4__ts_drift_adapt__seed2.csv,0.87102,0.8252043160333103,0.40625,0.0,631.0,1848.6153846153845,2.9296598805315126,0.5,263.0,1716.5714285714287,13.053775122216187,0.2,25,0.05,30,1,20000,30000,20799,20799,799,799,1
M,sample_idx,sea_abrupt4,2,trackM_latency_sweep,20260108-012610-zbu_two_stage_default,two_stage_default,ts_drift_adapt,error_divergence_ph_meta,error_divergence_ph_meta,two_stage,0.3,1,"error_rate=0.5,divergence=0.3,teacher_entropy=0.2",logs/trackM_latency_sweep/sea_abrupt4/ts_drift_adapt/seed2/20260108-012610-zbu_two_stage_default/sea_abrupt4__ts_drift_adapt__seed2.csv,0.87102,0.8252043160333103,0.40625,0.0,631.0,1848.6153846153845,2.9296598805315126,0.5,263.0,1716.5714285714287,13.053775122216187,0.2,25,0.05,30,2,30000,40000,30463,30463,463,463,0
M,sample_idx,sea_abrupt4,2,trackM_latency_sweep,20260108-012610-zbu_two_stage_default,two_stage_default,ts_drift_adapt,error_divergence_ph_meta,error_divergence_ph_meta,two_stage,0.3,1,"error_rate=0.5,divergence=0.3,teacher_entropy=0.2",logs/trackM_latency_sweep/sea_abrupt4/ts_drift_adapt/seed2/20260108-012610-zbu_two_stage_default/sea_abrupt4__ts_drift_adapt__seed2.csv,0.87102,0.8252043160333103,0.40625,0.0,631.0,1848.6153846153845,2.9296598805315126,0.5,263.0,1716.5714285714287,13.053775122216187,0.2,25,0.05,30,3,40000,50000,40063,40063,63,63,0
M,sample_idx,sea_abrupt4,3,trackM_latency_sweep,20260108-012610-zbu_two_stage_default,two_stage_default,ts_drift_adapt,error_divergence_ph_meta,error_divergence_ph_meta,two_stage,0.3,1,"error_rate=0.5,divergence=0.3,teacher_entropy=0.2",logs/trackM_latency_sweep/sea_abrupt4/ts_drift_adapt/seed3/20260108-012610-zbu_two_stage_default/sea_abrupt4__ts_drift_adapt__seed3.csv,0.88208,0.8432415243925836,0.65625,0.0,887.0,1831.3846153846155,2.064695169542971,0.75,143.0,1700.5714285714287,47.56843156843157,0.2,25,0.05,30,0,10000,20000,11199,11199,1199,1199,1
M,sample_idx,sea_abrupt4,3,trackM_latency_sweep,20260108-012610-zbu_two_stage_default,two_stage_default,ts_drift_adapt,error_divergence_ph_meta,error_divergence_ph_meta,two_stage,0.3,1,"error_rate=0.5,divergence=0.3,teacher_entropy=0.2",logs/trackM_latency_sweep/sea_abrupt4/ts_drift_adapt/seed3/20260108-012610-zbu_two_stage_default/sea_abrupt4__ts_drift_adapt__seed3.csv,0.88208,0.8432415243925836,0.65625,0.0,887.0,1831.3846153846155,2.064695169542971,0.75,143.0,1700.5714285714287,47.56843156843157,0.2,25,0.05,30,1,20000,30000,20863,20863,863,863,1
M,sample_idx,sea_abrupt4,3,trackM_latency_sweep,20260108-012610-zbu_two_stage_default,two_stage_default,ts_drift_adapt,error_divergence_ph_meta,error_divergence_ph_meta,two_stage,0.3,1,"error_rate=0.5,divergence=0.3,teacher_entropy=0.2",logs/trackM_latency_sweep/sea_abrupt4/ts_drift_adapt/seed3/20260108-012610-zbu_two_stage_default/sea_abrupt4__ts_drift_adapt__seed3.csv,0.88208,0.8432415243925836,0.65625,0.0,887.0,1831.3846153846155,2.064695169542971,0.75,143.0,1700.5714285714287,47.56843156843157,0.2,25,0.05,30,2,30000,40000,30143,30143,143,143,0
M,sample_idx,sea_abrupt4,3,trackM_latency_sweep,20260108-012610-zbu_two_stage_default,two_stage_default,ts_drift_adapt,error_divergence_ph_meta,error_divergence_ph_meta,two_stage,0.3,1,"error_rate=0.5,divergence=0.3,teacher_entropy=0.2",logs/trackM_latency_sweep/sea_abrupt4/ts_drift_adapt/seed3/20260108-012610-zbu_two_stage_default/sea_abrupt4__ts_drift_adapt__seed3.csv,0.88208,0.8432415243925836,0.65625,0.0,887.0,1831.3846153846155,2.064695169542971,0.75,143.0,1700.5714285714287,47.56843156843157,0.2,25,0.05,30,3,40000,50000,41343,41343,1343,1343,1
M,sample_idx,sea_abrupt4,4,trackM_latency_sweep,20260108-012610-zbu_two_stage_default,two_stage_default,ts_drift_adapt,error_divergence_ph_meta,error_divergence_ph_meta,two_stage,0.3,1,"error_rate=0.5,divergence=0.3,teacher_entropy=0.2",logs/trackM_latency_sweep/sea_abrupt4/ts_drift_adapt/seed4/20260108-012610-zbu_two_stage_default/sea_abrupt4__ts_drift_adapt__seed4.csv,0.87204,0.8233054760615778,0.390625,0.0,1031.0,1851.076923076923,1.7954189360590913,0.75,399.0,1659.5862068965516,16.637455708236107,0.2,25,0.05,30,0,10000,20000,11199,11199,1199,1199,1
M,sample_idx,sea_abrupt4,4,trackM_latency_sweep,20260108-012610-zbu_two_stage_default,two_stage_default,ts_drift_adapt,error_divergence_ph_meta,error_divergence_ph_meta,two_stage,0.3,1,"error_rate=0.5,divergence=0.3,teacher_entropy=0.2",logs/trackM_latency_sweep/sea_abrupt4/ts_drift_adapt/seed4/20260108-012610-zbu_two_stage_default/sea_abrupt4__ts_drift_adapt__seed4.csv,0.87204,0.8233054760615778,0.390625,0.0,1031.0,1851.076923076923,1.7954189360590913,0.75,399.0,1659.5862068965516,16.637455708236107,0.2,25,0.05,30,1,20000,30000,20799,20799,799,799,1
M,sample_idx,sea_abrupt4,4,trackM_latency_sweep,20260108-012610-zbu_two_stage_default,two_stage_default,ts_drift_adapt,error_divergence_ph_meta,error_divergence_ph_meta,two_stage,0.3,1,"error_rate=0.5,divergence=0.3,teacher_entropy=0.2",logs/trackM_latency_sweep/sea_abrupt4/ts_drift_adapt/seed4/20260108-012610-zbu_two_stage_default/sea_abrupt4__ts_drift_adapt__seed4.csv,0.87204,0.8233054760615778,0.390625,0.0,1031.0,1851.076923076923,1.7954189360590913,0.75,399.0,1659.5862068965516,16.637455708236107,0.2,25,0.05,30,2,30000,40000,30399,30399,399,399,0
M,sample_idx,sea_abrupt4,4,trackM_latency_sweep,20260108-012610-zbu_two_stage_default,two_stage_default,ts_drift_adapt,error_divergence_ph_meta,error_divergence_ph_meta,two_stage,0.3,1,"error_rate=0.5,divergence=0.3,teacher_entropy=0.2",logs/trackM_latency_sweep/sea_abrupt4/ts_drift_adapt/seed4/20260108-012610-zbu_two_stage_default/sea_abrupt4__ts_drift_adapt__seed4.csv,0.87204,0.8233054760615778,0.390625,0.0,1031.0,1851.076923076923,1.7954189360590913,0.75,399.0,1659.5862068965516,16.637455708236107,0.2,25,0.05,30,3,40000,50000,41727,41727,1727,1727,1
M,sample_idx,sea_abrupt4,5,trackM_latency_sweep,20260108-012610-zbu_two_stage_default,two_stage_default,ts_drift_adapt,error_divergence_ph_meta,error_divergence_ph_meta,two_stage,0.3,1,"error_rate=0.5,divergence=0.3,teacher_entropy=0.2",logs/trackM_latency_sweep/sea_abrupt4/ts_drift_adapt/seed5/20260108-012610-zbu_two_stage_default/sea_abrupt4__ts_drift_adapt__seed5.csv,0.86714,0.8109163891884462,0.5,0.0,743.0,1749.3333333333333,2.354419021982952,0.5,391.0,1628.6896551724137,8.33089337684099,0.2,25,0.05,30,0,10000,20000,11199,11199,1199,1199,1
M,sample_idx,sea_abrupt4,5,trackM_latency_sweep,20260108-012610-zbu_two_stage_default,two_stage_default,ts_drift_adapt,error_divergence_ph_meta,error_divergence_ph_meta,two_stage,0.3,1,"error_rate=0.5,divergence=0.3,teacher_entropy=0.2",logs/trackM_latency_sweep/sea_abrupt4/ts_drift_adapt/seed5/20260108-012610-zbu_two_stage_default/sea_abrupt4__ts_drift_adapt__seed5.csv,0.86714,0.8109163891884462,0.5,0.0,743.0,1749.3333333333333,2.354419021982952,0.5,391.0,1628.6896551724137,8.33089337684099,0.2,25,0.05,30,1,20000,30000,20991,20991,991,991,1
M,sample_idx,sea_abrupt4,5,trackM_latency_sweep,20260108-012610-zbu_two_stage_default,two_stage_default,ts_drift_adapt,error_divergence_ph_meta,error_divergence_ph_meta,two_stage,0.3,1,"error_rate=0.5,divergence=0.3,teacher_entropy=0.2",logs/trackM_latency_sweep/sea_abrupt4/ts_drift_adapt/seed5/20260108-012610-zbu_two_stage_default/sea_abrupt4__ts_drift_adapt__seed5.csv,0.86714,0.8109163891884462,0.5,0.0,743.0,1749.3333333333333,2.354419021982952,0.5,391.0,1628.6896551724137,8.33089337684099,0.2,25,0.05,30,2,30000,40000,30463,30463,463,463,0
M,sample_idx,sea_abrupt4,5,trackM_latency_sweep,20260108-012610-zbu_two_stage_default,two_stage_default,ts_drift_adapt,error_divergence_ph_meta,error_divergence_ph_meta,two_stage,0.3,1,"error_rate=0.5,divergence=0.3,teacher_entropy=0.2",logs/trackM_latency_sweep/sea_abrupt4/ts_drift_adapt/seed5/20260108-012610-zbu_two_stage_default/sea_abrupt4__ts_drift_adapt__seed5.csv,0.86714,0.8109163891884462,0.5,0.0,743.0,1749.3333333333333,2.354419021982952,0.5,391.0,1628.6896551724137,8.33089337684099,0.2,25,0.05,30,3,40000,50000,40319,40319,319,319,0
M,sample_idx,sea_abrupt4,1,trackM_latency_sweep,20260108-012643-v2c_two_stage_err_mi_5_thr_0.05,"two_stage_err(mi=5,thr=0.05)",ts_drift_adapt,"error_divergence_ph_meta@error.threshold=0.05,error.min_instances=5",error_divergence_ph_meta,two_stage,0.3,1,"error_rate=0.5,divergence=0.3,teacher_entropy=0.2",logs/trackM_latency_sweep/sea_abrupt4/ts_drift_adapt/seed1/20260108-012643-v2c_two_stage_err_mi_5_thr_0.05/sea_abrupt4__ts_drift_adapt__seed1.csv,0.86758,0.8133953052081107,0.25,0.0,231.0,339.7260273972603,1.470675443278183,0.0,231.0,339.7260273972603,1.470675443278183,0.05,5,0.05,30,0,10000,20000,10239,10239,239,239,0
M,sample_idx,sea_abrupt4,1,trackM_latency_sweep,20260108-012643-v2c_two_stage_err_mi_5_thr_0.05,"two_stage_err(mi=5,thr=0.05)",ts_drift_adapt,"error_divergence_ph_meta@error.threshold=0.05,error.min_instances=5",error_divergence_ph_meta,two_stage,0.3,1,"error_rate=0.5,divergence=0.3,teacher_entropy=0.2",logs/trackM_latency_sweep/sea_abrupt4/ts_drift_adapt/seed1/20260108-012643-v2c_two_stage_err_mi_5_thr_0.05/sea_abrupt4__ts_drift_adapt__seed1.csv,0.86758,0.8133953052081107,0.25,0.0,231.0,339.7260273972603,1.470675443278183,0.0,231.0,339.7260273972603,1.470675443278183,0.05,5,0.05,30,1,20000,30000,20287,20287,287,287,0
M,sample_idx,sea_abrupt4,1,trackM_latency_sweep,20260108-012643-v2c_two_stage_err_mi_5_thr_0.05,"two_stage_err(mi=5,thr=0.05)",ts_drift_adapt,"error_divergence_ph_meta@error.threshold=0.05,error.min_instances=5",error_divergence_ph_meta,two_stage,0.3,1,"error_rate=0.5,divergence=0.3,teacher_entropy=0.2",logs/trackM_latency_sweep/sea_abrupt4/ts_drift_adapt/seed1/20260108-012643-v2c_two_stage_err_mi_5_thr_0.05/sea_abrupt4__ts_drift_adapt__seed1.csv,0.86758,0.8133953052081107,0.25,0.0,231.0,339.7260273972603,1.470675443278183,0.0,231.0,339.7260273972603,1.470675443278183,0.05,5,0.05,30,2,30000,40000,30207,30207,207,207,0
